timestamp,inflation_rate,open,high,low,gold_price,volume
2025-01-08 14:00:00,0.18482490272373664,2656.0,2661.0,2653.0,2660.0,41.5171
2025-01-08 14:00:00,0.1848249027237366,2656.0,2661.0,2653.0,2660.0,41.5171
2025-01-08 13:00:00,-0.1262994267949168,2657.0,2659.0,2651.0,2657.0,44.6411
2025-01-08 12:00:00,-0.2229546335789035,2656.0,2658.0,2649.0,2655.0,33.896
